"Source";"Target"
2050;"BodEngPoete1"
2050;"BodArcSelB26"
2050;"BLAdd5665"
2050;"BLEge3307"
2051;"CamTCC601"
2052;"BLAru26"
2053;"CamTCC599"
2054;"BLHar682"
2055;"BLHar682"
2056;"BLEge1995"
2057;"CamStJohn195"
2058;"NLWPork10"
2059;"CopenRoy248"
2060;"Bod770"
2060;"OxfCCC237"
2060;"OxfUni181"
2060;"CamGon124"
2060;"CULKk17"
2060;"BLAdd34193"
2060;"BLAdd37049"
2060;"BLEge615"
2060;"HatCP270"
2060;"NYPLSpenc19"
2060;"MelSLV096G94"
2061;"Bod770"
2061;"OxfCCC237"
2061;"OxfUni181"
2061;"CamGon124"
2061;"CULKk17"
2061;"BLAdd34193"
2061;"BLEge615"
2061;"HatCP270"
2061;"NYPLSpenc19"
2061;"MelSLV096G94"
2062;"Bod770"
2062;"OxfCCC237"
2062;"OxfUni181"
2062;"CamGon124"
2062;"CULKk17"
2062;"BLAdd34193"
2062;"BLAdd37049"
2062;"BLEge615"
2062;"HatCP270"
2062;"NYPLSpenc19"
2062;"MelSLV096G94"
2063;"Bod770"
2063;"OxfCCC237"
2063;"OxfUni181"
2063;"CamGon124"
2063;"CULKk17"
2063;"BLAdd34193"
2063;"BLEge615"
2063;"HatCP270"
2063;"NYPLSpenc19"
2063;"MelSLV096G94"
2064;"Bod770"
2064;"OxfCCC237"
2064;"OxfUni181"
2064;"CamGon124"
2064;"CULKk17"
2064;"BLAdd34193"
2064;"BLAdd37049"
2064;"BLEge615"
2064;"HatCP270"
2064;"NYPLSpenc19"
2064;"MelSLV096G94"
2065;"Bod770"
2065;"OxfCCC237"
2065;"OxfUni181"
2065;"CamGon124"
2065;"CULKk17"
2065;"BLAdd34193"
2065;"BLAdd37049"
2065;"BLEge615"
2065;"HatCP270"
2065;"NYPLSpenc19"
2065;"MelSLV096G94"
2066;"Bod770"
2066;"OxfCCC237"
2066;"OxfUni181"
2066;"CamGon124"
2066;"BLAdd34193"
2066;"BLAdd37049"
2066;"BLEge615"
2066;"HatCP270"
2066;"NYPLSpenc19"
2066;"MelSLV096G94"
2067;"Bod770"
2067;"OxfCCC237"
2067;"OxfUni181"
2067;"CamGon124"
2067;"CULKk17"
2067;"BLAdd34193"
2067;"BLAdd37049"
2067;"BLEge615"
2067;"HatCP270"
2067;"NYPLSpenc19"
2067;"MelSLV096G94"
2068;"MelSLV096G94"
2069;"BLRoy14Cvii"
2070;"BLHar682"
2071;"BLHar2316"
2072;"BodDou52"
2072;"OxfBal354"
2072;"BLHar3362"
2072;"RylandsLat394"
2073;"Lam72"
2074;"BodDig88"
2075;"CamTCC1149"
2076;"CamStJohn195"
2078;"BLRoy9Cii"
2079;"CamTCC1157"
2080;"NLS18721"
2081;"BLHar682"
2082;"BLRoy17Axxxii"
2083;"BLHar682"
2084;"OxfBal354"
2084;"CULFf238"
2084;"CamMagPep2125"
2084;"BLAdd36983"
2084;"BLAdd37492"
2084;"Lam853"
2084;"HunHM135"
2084;"TokyoTak94"
2085;"Bod26"
2086;"BLAdd11307"
2086;"HunHM183"
2087;"NLS18721"
2088;"CamTCC899"
2089;"BodAddA106"
2090;"CULLl510"
2090;"CamMagPep2553"
2090;"Banna"
2091;"DublinRepD11"
2092;"CULIi38"
2093;"CULDd1050"
2094;"BLAdd41666"
2095;"BodLatTheD1"
2096;"BLHar7322"
2097;"GULHun409"
2098;"BLSl2593"
2099;"BLHar7322"
2100;"Bod851"
2101;"BLHar7578"
2102;"OxfBal149"
2102;"CULKk424"
2102;"TCD277"
2103;"BLAru83"
2103;"BLYT13"
2104;"OxfCCCGlanv"
2105;"BLAdd17492"
2105;"Banna"
2105;"TCD160"
2105;"PhilUPLat35"
2105;"CULDd819"
2106;"BLCottVitAXVI"
2107;"ShrewsLib16329"
2108;"NLS18721"
2110;"BodLatMisC66"
2111;"BodLatTheD1"
2112;"OxfBal149"
2112;"OxfMagd93"
2112;"CULKk424"
2112;"TCD277"
2113;"BodDig4"
2113;"OxfJesus29"
2113;"CamFitzMc123"
2113;"CamTCC335"
2113;"BLEge613"
2113;"BLEge613"
2113;"Lam487"
2114;"CamCCC423"
2115;"BLAdd35290"
2115;"YorkCityAC104"
2116;"BLAdd5465"
2117;"CULAdd3042"
2117;"CULEe228"
2118;"BLCottVitAXVI"
2119;"NLS18721"
2120;"BLHar5401"
2121;"BodAsh1490"
2121;"BodAsh1490"
2121;"BodAsh1441"
2121;"BodAsh1441"
2121;"BodAsh1445"
2121;"BodAsh1445"
2121;"BodAsh1445"
2121;"BodAsh1480"
2121;"BodAsh1451"
2121;"BodeMus63"
2121;"CamTCC1119"
2121;"BLSl1092"
2121;"BLSl1098"
2121;"BLSl1098"
2121;"BLSl3667"
2121;"BosHistSoc"
2121;"YaleBeiOsfa16"
2121;"CopenRoy1727"
2122;"CamTCC323"
2123;"BodHat116"
2124;"BodDig205"
2125;"BLHar2888"
2126;"BLRoy18Bxxiii"
2127;"BodTan407"
2128;"CULHh611"
2129;"BLAdd60577"
2130;"OxfLinLat130"
2130;"CamGon383"
2131;"BLAdd21253"
2132;"BLRoy18Bxxiii"
2133;"BLAdd60577"
2134;"Eton34"
2135;"LincInnH90"
2136;"CULGg432"
2137;"Bod549"
2138;"BodRawB408"
2139;"BodRawD913"
2141;"BodeMus243"
2142;"CamTCCVI182"
2143;"BLSl2584"
2144;"BodDou107"
2144;"BodGreaves54"
2144;"OxfBal354"
2144;"OxfCCC132"
2144;"CULFf114"
2144;"CULHh113"
2144;"CamSidney55"
2144;"CamTCC376"
2144;"BLAdd21202"
2144;"BLAdd22121"
2144;"UnivLon657"
2144;"TCD351"
2144;"HerefordP77"
2144;"HunHM124"
2144;"YaleBeiOsfa2"
2144;"TokyoTak96"
2145;"BodAsh176"
2146;"BodLauMis416"
2147;"BLAdd16165"
2148;"HarLaw6"
2149;"BodVetElc65"
2150;"BodRawC288"
2150;"CamGon457"
2151;"BodDig133"
2152;"CULFf49"
2153;"Lincoln91"
2154;"BLHar1600"
2154;"BLRoy17Aiii"
2154;"BLSl405"
2154;"BLSl3153"
2154;"BLAdd19674"
2154;"BLAdd33996"
2154;"Wellcome542"
2154;"HunHM64"
2155;"CULAdd5943"
2156;"BodArcSelB10"
2156;"BodAsh59"
2156;"CULHh412"
2156;"CamJes56"
2156;"CamTCC601"
2156;"BLHar2251"
2156;"BLHar2255"
2156;"BLAdd34360"
2156;"VandADyce34"
2157;"DULCosViii9"
2158;"CamGon414"
2159;"StPauls9Dxix"
2160;"CULKk424"
2161;"BLCottJulFX"
2161;"HunEL34A9"
2162;"BodRawC288"
2163;"NLS6128"
2164;"Bod770"
2164;"OxfCCC237"
2164;"OxfUni181"
2164;"CamGon124"
2164;"CULKk17"
2164;"BLAdd34193"
2164;"BLEge615"
2164;"NYPLSpenc19"
2164;"MelSLV096G94"
2165;"BodLauMis23"
2165;"BodRawD328"
2165;"OxfMagdEstate"
2165;"CULEe435a"
2165;"BLAdd24542"
2165;"BLAdd37049"
2165;"BLCottTitAXXVI"
2165;"BLHar116"
2165;"BLHar4800"
2165;"DULCosViii5"
2165;"GULHun409"
2166;"CULEe112"
2167;"BLSl2593"
2168;"CULDd575"
2169;"CamTCC599"
2169;"Leiden"
2170;"CULIi38"
2171;"BodRawD913"
2172;"BLSl2593"
2173;"CULDd575"
2174;"BLSl2593"
2175;"BLAdd5665"
2176;"BLAdd31922"
2177;"EDU202"
2178;"OxfMagd93"
2179;"CamCCC423"
2180;"Lincoln133"
2181;"Bod638"
2181;"BodFair16"
2181;"BodTan346"
2182;"HunHM906"
2183;"CamJes13"
2183;"BLRoy8Cxii"
2184;"BLAdd5665"
2185;"NLS19111"
2187;"CamTCC652"
2188;"BodDou381"
2188;"CULIi38"
2189;"BLAdd37049"
2190;"BLAdd37049"
2191;"BLHar682"
2192;"OxfBal354"
2193;"BLHar682"
2194;"BLSl2593"
2195;"CULEe112"
2196;"BLHar5396"
2197;"BodDonC13"
2198;"BLHar2253"
2199;"BodLauMis213"
2199;"Bod410"
2199;"BodRawC670"
2199;"CamGon364"
2199;"CamStJohn159"
2199;"Lincoln44"
2199;"WorcQ3"
2199;"WorcF19"
2199;"Spalding"
2201;"BLAdd5665"
2202;"Wellcome225"
2203;"BLCottVitAXVI"
2204;"BLAdd37049"
2205;"CULIi49"
2206;"BodRawB408"
2207;"Lam559"
2208;"CollArmsAr48"
2210;"BLAru292"
2211;"TCD211"
2212;"BLAdd5465"
2213;"CULEe112"
2214;"PierpontB21"
2215;"BodTan346"
2216;"BLAdd38666"
2217;"BLAdd5465"
2218;"BodRawC813"
2219;"BLAdd31922"
2220;"BodRawC813"
2221;"BLAdd31922"
2222;"CamGon383"
2223;"CamPem307"
2224;"CULLl510"
2224;"CamMagPep2553"
2224;"Banna"
2225;"CULFf16"
2226;"BodLatMisC66"
2227;"BodArchGg39"
2228;"OxfBal149"
2228;"OxfMagd93"
2228;"CULKk424"
2228;"TCD277"
2229;"BLAdd22718"
2229;"BLAdd22718"
2229;"TCD160"
2229;"HunEL34B60"
2229;"HunEL34B60"
2230;"BodRawPoe36"
2231;"BLRoy14Cvii"
2232;"WorcF64"
2233;"NLS18721"
2234;"NLS18721"
2235;"OxfLinLat100"
2236;"BLAdd60577"
2237;"BLHar5396"
2238;"AbeUL223"
2239;"BLHar682"
2240;"BLAdd5465"
2241;"BodRawB408"
2242;"CULIi643"
2245;"BodLauMis513"
2245;"BodLauMis104"
2245;"Bod89"
2245;"Bod61"
2245;"BodGreaves54"
2245;"BodHat97"
2245;"BodRawC401"
2245;"BodAddA268"
2245;"BodEngTheole16"
2245;"OxfCCC155"
2245;"CULAdd6150"
2245;"CULDd451"
2245;"CULDd1426"
2245;"CULFf114"
2245;"CULHh113"
2245;"CamJes51"
2245;"CamPem285"
2245;"CamStJohn176"
2245;"CamSidney55"
2245;"BLAdd10052"
2245;"BLAdd15237"
2245;"BLAdd21202"
2245;"BLAdd22121"
2245;"BLHar206"
2245;"BLHar1197"
2245;"BLHar1288"
2245;"BLHar2388"
2245;"BLHar6580"
2245;"BLLan344"
2245;"BLRoy8Ev"
2245;"UnivLon657"
2245;"RylandsLat341"
2245;"Ushaw28"
2245;"TCD159"
2245;"TCD351"
2245;"YaleBeiOsfa2"
2245;"HunHM124"
2245;"Urbana71"
2245;"TokyoTak96"
2246;"BLAru285"
2246;"BLAru507"
2247;"BodLatMisC66"
2248;"CULAdd7350"
2249;"BodDou302"
2250;"BLHar682"
2251;"OxfCCC255"
2251;"BLAdd27879"
2252;"BLRoy18Dii"
2253;"BodRawC813"
2254;"BodDou381"
2254;"CULAdd5943"
2255;"BodEngPoeta1"
2256;"OxfBal354"
2257;"BLSl2593"
2258;"WestmAb343"
2259;"OxfLinLat129"
2260;"BLAdd5666"
2261;"OxfMert248"
2262;"BodEngPoete1"
2262;"BodRawD328"
2263;"OxfBal354"
2264;"BlCottCalAII"
2264;"Banna"
2265;"CULKk630"
2265;"BLSl554"
2266;"BodLauMis210"
2267;"CULLl510"
2267;"CamMagPep2553"
2267;"CamMagPep2553"
2268;"BLAdd18752"
2269;"BodRawC86"
2270;"OxfMert68"
2271;"StPauls9Dxix"
2272;"CopenThott110"
2273;"BLAdd34889"
2274;"BodEngPoete1"
2274;"OxfBal354"
2275;"OxfBal354"
2276;"BLEge3307"
2277;"BLHar2407"
2277;"BLSl1098"
2278;"BodRo1"
2278;"BodAsh52"
2278;"CamFitz276"
2278;"Wellcome693"
2278;"YaleBeiMel41"
2278;"PUL93"
2278;"HunHM30313"
2279;"BodDig2"
2279;"BLHar2253"
2280;"BLAdd11579"
2281;"BodBar24"
2281;"BLSl2593"
2282;"CULKk530"
2283;"LincolnArchK1"
2284;"BLAdd37049"
2285;"BLAdd37049"
2286;"BodRawA389"
2286;"CULDd564"
2286;"BLAdd22283"
2286;"BLAdd37790"
2286;"BLEge3245"
2286;"HerefordP19"
2286;"WestmSch3"
2286;"Longleat29"
2286;"SteGene3390"
2286;"TCD155"
2286;"TokyoTak66"
2287;"YaleBei365"
2288;"BLEge3245"
2289;"BLAdd22283"
2290;"OxfQueens207"
2290;"CULIi643"
2290;"BLAdd32006"
2290;"BLRoy17Axxvii"
2290;"Longleat30"
2290;"BlairsColl13"
2290;"HarTYP193"
2290;"HunHM142"
2290;"Esopus"
2291;"CamMagPep2553"
2291;"Banna"
2292;"BodEngPoeta1"
2292;"OxfBal316A"
2292;"OxfChrCh151"
2292;"BLAdd37787"
2292;"Lam559"
2292;"PhilUPEng2"
2293;"OxfMert248"
2294;"CULLl510"
2295;"OxfCCC155"
2296;"BodRawPoe175"
2297;"EDU205"
2298;"BLCottNeroDXI"
2298;"BLLan197"
2298;"BLRoy17Dxx"
2298;"NLS1923"
2298;"NLS1924"
2298;"EDULaiii431"
2298;"NLS651"
2298;"StADA775"
2298;"Colville"
2298;"Weymyss"
2299;"BLRoy18Dii"
2300;"BodEngPoeta1"
2300;"CamMagPep1584"
2300;"BLAdd22283"
2300;"BLHar78"
2300;"Lam853"
2300;"StGeorgEII"
2301;"TCD432"
2302;"NLWPen114"
2303;"AbeSas1"
2305;"NLS1921"
2306;"OxfBal354"
2307;"OxfJesus29"
2307;"BLCottCalAIX"
2308;"BLHar682"
2309;"OxfBal354"
2310;"BodLatMisC66"
2311;"BLCottFausBVII"
2311;"BLSto39"
2311;"BLAdd37049"
2312;"Bod638"
2312;"BodFair16"
2312;"BLHar7333"
2313;"NLS18721"
2314;"BodDig102"
2315;"CamTCC323"
2316;"BodArcSelB14"
2316;"BodBar20"
2316;"Bod414"
2316;"BodHatDon1"
2316;"BodLauMis600"
2316;"BodRawPoe141"
2316;"BodRawPoe149"
2316;"OxfChrCh152"
2316;"OxfCCC198"
2316;"OxfNew314"
2316;"OxfTri49"
2316;"CULDd424"
2316;"CULGg427"
2316;"CULIi326"
2316;"CULMm25"
2316;"CamFitzMc181"
2316;"CamTCC582"
2316;"CamTCC595"
2316;"CamTCC599"
2316;"BLAdd5140"
2316;"BLAdd35286"
2316;"BLEge2726"
2316;"BLEge2863"
2316;"BLEge2864"
2316;"BLHar1758"
2316;"BLHar7333"
2316;"BLHar7334"
2316;"BLLan851"
2316;"BLRoy17Dxv"
2316;"BLRoy18Cii"
2316;"BLSl1685"
2316;"BLSl1686"
2316;"NLWPen392"
2316;"Alnwick455"
2316;"GULHun197"
2316;"Lichfield29"
2316;"Lincoln110"
2316;"LonPhys388"
2316;"RylandsEng113"
2316;"Petworth7"
2316;"Austin143"
2316;"ChicagoUL564"
2316;"PierpontM249"
2316;"PhilRos10841"
2316;"PUL100"
2316;"HunEL26C9"
2316;"HunHM144"
2316;"BNangl39"
2316;"TokyoTak24"
2316;"TokyoTak32"
2316;"Bodmer48"
2317;"TCD490"
2318;"BLRoy18Bxxii"
2319;"BLAdd9066"
2320;"BLHar2316"
2321;"BLLan762"
2322;"Antwerp305"
2323;"Bod549"
2324;"BLHar2253"
2325;"BLHar2253"
2326;"CULAdd2585b"
2327;"BLHar3362"
2328;"Bod779"
2329;"BodHat12"
2329;"OxfUni64"
2330;"BodLauMis735"
2331;"BLAdd60577"
2332;"BodLauMis601"
2332;"OxfBal354"
2333;"BodRawPoe32"
2333;"BLHar116"
2333;"BLHar941"
2333;"BLHar2321"
2333;"BLRoy8Cxii"
2334;"BlCottGalEIX"
2335;"BodEngPoeta1"
2335;"BLAdd22283"
2336;"BLHar682"
2337;"BLHar682"
2338;"CamTCC323"
2339;"BodArcSelB26"
2340;"CULIi38"
2341;"BLEge613"
2341;"BLHar2253"
2342;"CULIi38"
2343;"CamTCC911"
2343;"BLAdd17866"
2343;"StockhX90"
2343;"PierpontB21"
2343;"HunHM64"
2343;"TokyoTak46"
2344;"CamMagPep2125"
2345;"BLC10b5"
2346;"BLAdd17492"
2346;"Banna"
2347;"PierpontAcc53095"
2348;"TCD516"
2349;"BLHar45"
2350;"BodLauMis685"
2351;"BodDig133"
2352;"CULIi611"
2353;"BLHar2252"
2354;"BodEngPoetb5"
2355;"CamMagPep2498"
2356;"HarEng766"
2357;"OxfBal354"
2358;"BLHar682"
2359;"BLAru327"
2360;"PROSP1246"
2361;"BLAdd18752"
2361;"BLAdd31922"
2361;"BLRoyApp58"
2362;"CULAdd5943"
2363;"BodRawPoe32"
2363;"BLHar1706"
2364;"BLAdd11579"
2365;"BLSl2593"
2367;"NYPL120"
2368;"BLHar5036"
2368;"BLAdd39659"
2369;"BLHar116"
2369;"Lam853"
2370;"BLAdd17492"
2371;"CamTCC600"
2371;"BLAdd29729"
2372;"BLHar682"
2373;"BLAdd60577"
2374;"CULFf55"
2375;"BLAdd31922"
2376;"BLRoy9Cii"
2377;"BLAru292"
2378;"TCD347"
2379;"Banna"
2379;"HunEL26A13"
2380;"CamStJohn34"
2381;"BodAsh1113"
2382;"NLS18721"
2383;"BodDou128"
2383;"NLWPork10"
2383;"NLWMost129"
2383;"Dunrobin"
2383;"NLWMost129"
2383;"TCD537"
2383;"TCD537"
2383;"Rauner3183"
2383;"BLSl2584"
2384;"BLHar682"
2385;"BodeMus198"
2385;"BodAsh60"
2386;"CamStJohn195"
2387;"BLAdd16165"
2388;"CULIi38"
2390;"BLHar1288"
2390;"BLAdd46919"
2390;"GraysInn12"
2391;"NYPL120"
2392;"CamStJohn204"
2392;"BLCottTibDVII"
2392;"BLHar1900"
2392;"BLSto95"
2392;"BLAdd24194"
2392;"AbeUL21"
2392;"Schoyen194"
2392;"HunHM28561"
2393;"BLAdd37049"
2394;"BodLatTheD1"
2395;"BLHar3835"
2396;"CULIi38"
2397;"Spalding"
2398;"NLS18721"
2399;"BLHar485"
2400;"NLS3473"
2401;"CULIi38"
2402;"HerefordO35"
2403;"BodArcSelB26"
2404;"NLS18721"
2405;"BLAdd37049"
2406;"NLS18721"
2407;"BLSl2593"
2408;"CULEe112"
2409;"Lam546"
2410;"NLS18721"
2411;"NLS18721"
2412;"DULCosViii9"
2413;"NLS18721"
2414;"BodAsh210"
2415;"CamMag13"
2416;"NLS18721"
2417;"CamTCC1120"
2418;"BLHar2407"
2419;"CamTCC601"
2420;"BLAdd17013"
2420;"OxfMert248"
2420;"NLS18721"
2420;"HunHM147"
2421;"Bod26"
2422;"NLS18721"
2423;"BodWoodEmpt18"
2424;"BodEngmiscc291"
2425;"OxfLinLat129"
2426;"PML722"
2427;"BLSl1825"
2428;"NLS18721"
2429;"BodDig133"
2429;"Folger5031"
2430;"Banna"
2431;"BodAsh1449"
2431;"OxfJesus29"
2432;"BLCottTibEVII"
2433;"BodEngPoeta1"
2433;"BLAdd22283"
2434;"CamTCC1144"
2435;"OxfBal354"
2436;"CamCCC423"
2437;"Bod779"
2438;"CULLl510"
2439;"CamTCC1312"
2440;"OxfBal354"
2441;"BodRawPoe36"
2441;"NLS1931"
2442;"BodAsh61"
2442;"BodRawC86"
2443;"BodEngPoeta1"
2443;"BLAdd22283"
2443;"NLS1931"
2444;"BodRawB214"
2444;"BLCottTitAXX"
2446;"BLHar2253"
2447;"BodAsh176"
2448;"BLAdd5465"
2449;"BodRawC813"
2450;"TokyoTak32"
2451;"CULFf548"
2452;"BodAddA106"
2452;"BLAdd31042"
2453;"OxfBal354"
2453;"CamTCC1450"
2453;"Lam853"
2454;"BodEngPoeta1"
2454;"BLAdd22283"
2455;"VandADyce45"
2456;"Guildhall25125"
2457;"BLAdd32578"
2458;"BodAsh1468III"
2458;"BodDig145"
2458;"BodDou323"
2458;"BodEngPoeta1"
2458;"BodRawPoe137"
2458;"OxfUni45"
2458;"CamPem312C6"
2458;"CamTCC594"
2458;"BLHar875"
2458;"BLHar6041"
2458;"NLW733B"
2458;"LiverpoolULF48"
2458;"LincInnH150"
2458;"SocAnt687"
2458;"PriO6"
2458;"PierpontM818"
2458;"TCD213"
2458;"TCD213"
2458;"TCD213"
2459;"Bod814"
2459;"BodLauMis581"
2459;"BodRawC813"
2459;"BodRawC813"
2459;"BodRawD1062"
2459;"BodRawPoe38"
2459;"BodAsh337"
2459;"OxfCCC201"
2459;"OxfOriel79"
2459;"CULDd117"
2459;"CULGg431"
2459;"CULLl414"
2459;"CamGon201"
2459;"CamNewn4"
2459;"CamTCC353"
2459;"BLAdd10574"
2459;"BLAdd24663"
2459;"BLAdd35287"
2459;"BLAdd60577"
2459;"BLCottCalAXI"
2459;"BLHar3954"
2459;"BLLan398"
2459;"BLSl2578"
2459;"NLW733B"
2459;"HunHM114"
2459;"HunHM128"
2459;"HunHM128"
2459;"TokyoTak23"
2459;"ChesRecOffddx123"
2460;"BodLauMis656"
2460;"BodDig102"
2460;"BodDig171"
2460;"Bod851"
2460;"BodDou104"
2460;"CULDd313"
2460;"CULFf535"
2460;"CULAdd4325"
2460;"CamCCC293"
2460;"CamGon669"
2460;"BLAdd34779"
2460;"BLAdd35157"
2460;"BLCottVesBXVI"
2460;"BLHar2376"
2460;"BLRoy18Bxvii"
2460;"TCD212"
2460;"UnivLonSLV17"
2460;"UnivLonSLV88"
2460;"HunHM137"
2460;"HunHM143"
2460;"HunHM143"
2460;"YaleBeiOsfa45"
2461;"BodAsh59"
2461;"BodRawC86"
2461;"BodDou78"
2461;"BodDou322"
2461;"BLHar1706"
2461;"BLAdd37049"
2461;"Lam853"
2461;"BNangl41"
2462;"BodDig86"
2462;"CamTCC323"
2462;"BLHar2253"
2463;"BodEngPoeta1"
2463;"BLAdd22283"
2464;"CULHh412"
2464;"Lam853"
2465;"BodSelSup52"
2465;"BodEngPoeta1"
2465;"BodAsh42"
2465;"CULAdd8335"
2465;"CULDd11"
2465;"CULGg531"
2465;"BLAdd38010"
2465;"BLHar2391"
2465;"BLAdd22283"
2465;"Lam260"
2465;"HunHM129"
2466;"BLHar218"
2466;"BLHar536"
2467;"BodEngPoeta1"
2468;"BLHar7322"
2470;"BLRoy17Axvi"
2471;"BodEngPoete1"
2472;"CamStJohn195"
2473;"BodEngPoeta1"
2473;"BodAsh42"
2473;"CULGg531"
2473;"BLAdd22283"
2473;"BLAdd38010"
2473;"BLHar2391"
2473;"Lam260"
2473;"HunHM129"
2473;"MinULZ822"
2474;"CamJes13"
2475;"BodLauMis609"
2476;"BodArcSelB14"
2476;"BodBar20"
2476;"Bod414"
2476;"Bod686"
2476;"BodHatDon1"
2476;"BodLauMis600"
2476;"BodLauMis739"
2476;"BodRawPoe223"
2476;"OxfChrCh152"
2476;"OxfCCC198"
2476;"OxfNew314"
2476;"OxfTri49"
2476;"CULDd424"
2476;"CULGg427"
2476;"CULIi326"
2476;"CULMm25"
2476;"CamFitzMc181"
2476;"CamTCC582"
2476;"CamTCC595"
2476;"BLAdd5140"
2476;"BLAdd35286"
2476;"BLEge2726"
2476;"BLEge2863"
2476;"BLEge2864"
2476;"BLHar1239"
2476;"BLHar1758"
2476;"BLHar7333"
2476;"BLHar7334"
2476;"BLHar7335"
2476;"BLLan851"
2476;"BLRoy17Dxv"
2476;"BLRoy18Cii"
2476;"BLSl1685"
2476;"BLSl1686"
2476;"NLWPen392"
2476;"Alnwick455"
2476;"GULHun197"
2476;"Holkham667"
2476;"Lichfield29"
2476;"Lincoln110"
2476;"LonPhys388"
2476;"RylandsEng113"
2476;"Petworth7"
2476;"Austin143"
2476;"Plimpton253"
2476;"PierpontM249"
2476;"PhilRos10841"
2476;"PUL100"
2476;"HunEL26C9"
2476;"BNangl39"
2476;"TokyoTak24"
2476;"TokyoTak32"
2476;"Bodmer48"
2478;"CamMagPep2553"
2479;"Bod425"
2479;"Bod425"
2479;"CULAdd6860"
2480;"NLS18721"
2481;"BodEngPoete1"
2481;"OxfBal354"
2481;"OxfLinLat141"
2481;"CULEe112"
2481;"CamTCC1230"
2481;"BLAdd31042"
2482;"BodArcSelB26"
2482;"CamTCC1230"
2483;"BodDig102"
2484;"BodEngPoeta1"
2484;"BLAdd22283"
2485;"BodEngPoeta1"
2486;"CamCCC26"
2486;"CamPem82"
2486;"CamTCC1450"
2487;"CULIi38"
2488;"BLRoy8Fvii"
2489;"CamGon174"
2489;"BlCottGalEIX"
2490;"BodRawPoe32"
2490;"CULHh412"
2490;"BLAdd34360"
2490;"BLHar2251"
2490;"BLHar2255"
2490;"BLLan699"
2490;"Leiden"
2491;"BodEngPoeta1"
2491;"BodAsh42"
2491;"BodEngPoetc4"
2491;"CULAdd8335"
2491;"CULDd11"
2491;"CULGg531"
2491;"BLAdd22283"
2491;"BLAdd38010"
2491;"BLCottTibEVII"
2491;"BLHar2391"
2491;"BLHar4196"
2491;"Lam260"
2491;"HunHM129"
2491;"HunHM129"
2493;"BLAdd60577"
2494;"Bod789"
2495;"LeicesterBRII33"
2496;"CamStJohn259"
2497;"BodEngPoete1"
2497;"OxfBal354"
2499;"BodBar20"
2499;"BodHatDon1"
2499;"BodLauMis600"
2499;"BodLauMis739"
2499;"BodRawPoe149"
2499;"BodRawPoe223"
2499;"CULIi326"
2499;"CULMm25"
2499;"CamFitzMc181"
2499;"CamTCC582"
2499;"BLAdd5140"
2499;"BLAdd35286"
2499;"BLEge2726"
2499;"BLEge2863"
2499;"BLEge2864"
2499;"BLHar1758"
2499;"BLHar7335"
2499;"BLRoy18Cii"
2499;"BLSl1685"
2499;"NLWPen392"
2499;"Alnwick455"
2499;"GULHun197"
2499;"Lincoln110"
2499;"LonPhys388"
2499;"LonPhys388"
2499;"RylandsEng113"
2499;"Petworth7"
2499;"Austin143"
2499;"PierpontM249"
2499;"PhilRos10841"
2499;"HunEL26C9"
2499;"BNangl39"
2499;"TokyoTak24"
2499;"TokyoTak32"
2502;"BodArcSelB14"
2502;"BodBar20"
2502;"Bod414"
2502;"Bod686"
2502;"BodHatDon1"
2502;"BodLauMis600"
2502;"BodLauMis739"
2502;"BodRawPoe149"
2502;"BodRawPoe223"
2502;"OxfChrCh152"
2502;"OxfCCC198"
2502;"OxfNew314"
2502;"OxfTri49"
2502;"CULDd424"
2502;"CULGg427"
2502;"CULIi326"
2502;"CULMm25"
2502;"CamFitzMc181"
2502;"CamTCC582"
2502;"CamTCC595"
2502;"BLAdd5140"
2502;"BLAdd25718"
2502;"BLAdd35286"
2502;"BLEge2726"
2502;"BLEge2863"
2502;"BLEge2864"
2502;"BLHar1758"
2502;"BLHar7333"
2502;"BLHar7334"
2502;"BLHar7335"
2502;"BLLan851"
2502;"BLRoy17Dxv"
2502;"BLRoy18Cii"
2502;"BLSl1685"
2502;"BLSl1686"
2502;"NLWPen392"
2502;"Alnwick455"
2502;"GULHun197"
2502;"Lichfield29"
2502;"Lincoln110"
2502;"LonPhys388"
2502;"RylandsEng113"
2502;"Petworth7"
2502;"Austin46"
2502;"Austin143"
2502;"PierpontM249"
2502;"PhilRos10841"
2502;"PUL100"
2502;"HunEL26C9"
2502;"BNangl39"
2502;"TokyoTak24"
2502;"TokyoTak32"
2502;"Bodmer48"
2503;"OxfBal354"
2503;"OxfCCC237"
2503;"BLLan762"
2503;"BLAdd29729"
2504;"CULFf16"
2505;"CULIi38"
2506;"DULBamSel13"
2507;"CULIi38"
2508;"PierpontAcc698"
2509;"BodLauMis213"
2509;"BodLauMis568"
2509;"Bod187"
2509;"Bod332"
2509;"OxfCCC218"
2509;"CamGon71"
2509;"Cardiff"
2509;"DULCosViv2"
2509;"EDU82"
2509;"Spalding"
2509;"WorcF19"
2509;"VaticanOtto"
2510;"MelSLV096G94"
2511;"BodLauMis513"
2511;"Bod89"
2511;"BodHat97"
2511;"BodRawC401"
2511;"BodEngTheole16"
2511;"OxfCCC155"
2511;"CULAdd6150"
2511;"CULFf114"
2511;"CULHh113"
2511;"CamJes51"
2511;"CamPem285"
2511;"CamStJohn176"
2511;"BLHar206"
2511;"BLHar6580"
2511;"BLLan344"
2511;"BLAdd10052"
2511;"BLAdd21202"
2511;"BLAdd22121"
2511;"BLSl1253"
